ID,farmer_name,training_day,gender,registration,age,group_name,belong_to_cooperative,county,subcounty,ward,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_topic_trained_on,trainer,topics_list
ID_8XWBRF,FAR_elwfpvz,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_WGBGQM,FAR_yngmhnj,2024-05-09,Male,Ussd,Above 35,GRP_oepmmkg,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['Poultry Health Management..'], ['The Benefits Of Ndume App'], ['Herd Health Management.']]"
ID_MADT4R,FAR_sjldoiw,2024-05-09,Female,Ussd,Below 35,GRP_efdsaym,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_5BRWCU,FAR_qiplrav,2024-05-09,Female,Ussd,Above 35,GRP_vgsvvvt,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],[['Poultry Management Practises..']]
ID_9OOT59,FAR_amgoipu,2024-05-09,Male,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_ADHLTD,FAR_sivhhku,2024-05-09,Male,Manual,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_7FHNAI,FAR_xqflzgp,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_I0GH5O,FAR_lnbgrtk,2024-05-09,Female,Manual,Above 35,GRP_tvqhidl,0,CNT_yljqnl,SUB_jchavji,WRD_mymgodzd,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_QEXHUJ,FAR_tkylrku,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_IJ4M8I,FAR_bdodmvp,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..']]"
ID_8OZTML,FAR_boozyvf,2024-05-09,Male,Ussd,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_TZKQI8,FAR_ohetmzc,2024-05-09,Male,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_9QEAQB,FAR_lrvxfin,2024-05-09,Female,Manual,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_CTLGWL,FAR_pfcpngh,2024-05-09,Male,Ussd,Below 35,GRP_wfnfvpj,1,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],[['Feeding A Lactating Cow']]
ID_FMXF6P,FAR_ypfbbmj,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_KRVHQJ,FAR_omzyycd,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,0,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_Q43A65,FAR_hnyaems,2024-05-09,Male,Manual,Above 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_CY3FNL,FAR_kvigesk,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],[['The Benefits Of Ndume App']]
ID_W45IRP,FAR_mddznpm,2024-05-09,Male,Ussd,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_NYPCTQ,FAR_imajwax,2024-05-09,Male,Ussd,Below 35,GRP_efdsaym,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_TC8QKA,FAR_zkyquuc,2024-05-09,Male,Ussd,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_V4WBKQ,FAR_alcvcsv,2024-05-09,Male,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_708A37,FAR_xhohrod,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_SO5CJ5,FAR_wvwurba,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..']]"
ID_P1W1DV,FAR_iogjdwz,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,0,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Feeding A Lactating Cow'], ['Feeding A Lactating Cow']]"
ID_678XQE,FAR_nkhwmtl,2024-05-09,Female,Ussd,Below 35,GRP_oepmmkg,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,1,1,1,['TRA_gertumxc'],"[['Herd Health Management.'], ['Herd Health Management.'], ['Poultry Management Practises..'], ['Poultry Management Practises..']]"
ID_L7G6R1,FAR_yibtchu,2024-05-09,Female,Ussd,Below 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_VCL5Q8,FAR_flnnopl,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_FM7PUU,FAR_ccsqyea,2024-05-09,Male,Ussd,Above 35,GRP_jftxbkl,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Antimicrobial Resistance', 'Deworming Your Dairy Animal', 'Herd Health Management.', 'Infertility In Dairy Cows', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_QWG631,FAR_ewaiuwd,2024-05-09,Female,Manual,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming'], ['Feeding A Lactating Cow']]"
ID_GZYSU5,FAR_srcizbj,2024-05-09,Male,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_H024DA,FAR_uoyqpnz,2024-05-09,Female,Manual,Above 35,GRP_efdsaym,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_JQLIEZ,FAR_rzvqpkx,2024-05-09,Male,Ussd,Below 35,GRP_tcxzpzj,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['The Benefits Of Ndume App'], ['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_6ZQ0P4,FAR_wtvewkx,2024-05-09,Female,Manual,Above 35,GRP_tvqhidl,0,CNT_yljqnl,SUB_jchavji,WRD_mymgodzd,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['The Benefits Of Ndume App'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_ATPS0S,FAR_rgcsiwa,2024-05-09,Female,Ussd,Above 35,GRP_hdousmb,0,CNT_mvqqmw,SUB_nrjsgty,WRD_gwikueno,0,0,0,1,['TRA_kkzpfdtu'],"[['Poultry Health Management..'], ['Poultry Management Practises..']]"
ID_VU9XVW,FAR_rmfhkfe,2024-05-09,Female,Ussd,Below 35,GRP_jgutyol,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Health Management..'], ['The Benefits Of Ndume App'], ['Herd Health Management.']]"
ID_Q3LQG8,FAR_bhlnhjz,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_GNYW06,FAR_czzzlei,2024-05-09,Female,Ussd,Above 35,GRP_tcxzpzj,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],[['The Benefits Of Ndume App']]
ID_Z6UV5U,FAR_fkmcucd,2024-05-09,Female,Ussd,Above 35,GRP_jgutyol,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['Poultry Health Management..'], ['The Benefits Of Ndume App']]"
ID_KL522T,FAR_bmtzgtk,2024-05-09,Male,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_5UQ9XO,FAR_oebrykt,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_7JXNB5,FAR_uaujoto,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_W8F6R0,FAR_jcwxrtl,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow']]"
ID_NNZWKJ,FAR_xakslxe,2024-05-09,Female,Ussd,Below 35,GRP_efdsaym,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_4L5YWT,FAR_dktpwak,2024-05-09,Male,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_YU88F6,FAR_erfgnmz,2024-05-09,Female,Manual,Above 35,GRP_tvqhidl,0,CNT_yljqnl,SUB_jchavji,WRD_mymgodzd,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['The Benefits Of Ndume App'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_5PTBAG,FAR_kvpxjja,2024-05-09,Male,Ussd,Below 35,GRP_wfnfvpj,1,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_KLIY07,FAR_qjknylk,2024-05-09,Male,Manual,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_ZIY6TP,FAR_tfbmzvx,2024-05-09,Female,Ussd,Above 35,GRP_tcxzpzj,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['The Benefits Of Ndume App'], ['Goat Management Practices']]"
ID_FAA2T1,FAR_csuaebx,2024-05-09,Female,Ussd,Above 35,GRP_oepmmkg,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['Poultry Health Management..']]"
ID_APLAPF,FAR_buxgysv,2024-05-09,Female,Ussd,Below 35,GRP_oepmmkg,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['The Benefits Of Ndume App']]"
ID_A3C6GF,FAR_pojvdon,2024-05-09,Female,Ussd,Below 35,GRP_efdsaym,1,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Calf Feeding', 'Feeding A Lactating Cow']]"
ID_RPSXSY,FAR_rxhdwty,2024-05-09,Female,Manual,Below 35,GRP_efdsaym,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_ETTW41,FAR_dsesdfq,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,0,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Feeding A Lactating Cow'], ['Feeding A Lactating Cow']]"
ID_4ONIX8,FAR_nawxzdu,2024-05-09,Male,Ussd,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_0GHQHP,FAR_qzqetwx,2024-05-09,Female,Ussd,Above 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_O1ATAC,FAR_idiqrwr,2024-05-09,Male,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_BA7FVR,FAR_cpxfbww,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_XRZXYM,FAR_ttebfic,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'The Benefits Of Ndume App']]"
ID_Z2VF21,FAR_uwmuhnc,2024-05-09,Female,Ussd,Above 35,GRP_oepmmkg,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['Poultry Health Management..'], ['Herd Health Management.']]"
ID_93DAB9,FAR_ixlerhy,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Poultry Health Management..', 'Poultry Management Practises..']]"
ID_JJKEZH,FAR_odrklwl,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.'], ['The Benefits Of Ndume App']]"
ID_8WOFQB,FAR_vgnvxzj,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_E1J6AT,FAR_ptzeqjl,2024-05-09,Male,Ussd,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_755ZIY,FAR_wwupzos,2024-05-09,Female,Ussd,Above 35,GRP_gnenduy,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Poultry Health Management..', 'The Benefits Of Ndume App']]"
ID_QMBCGR,FAR_pabzyvr,2024-05-09,Female,Ussd,Above 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_LBZX8A,FAR_alfwyfl,2024-05-09,Male,Ussd,Below 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Deworming Your Dairy Animal', 'Infertility In Dairy Cows', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_GA5T39,FAR_zisvmqk,2024-05-09,Female,Ussd,Below 35,GRP_wfnfvpj,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_36ZJO1,FAR_fpgoyzw,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.'], ['The Benefits Of Ndume App']]"
ID_EEAHUU,FAR_qdmljkz,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_6UI635,FAR_lqvuoya,2024-05-09,Female,Ussd,Above 35,GRP_tcxzpzj,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],[['The Benefits Of Ndume App']]
ID_HLKAI9,FAR_nujzxbv,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_U8NZYJ,FAR_isxoorb,2024-05-09,Male,Ussd,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_11A943,FAR_gmgolnf,2024-05-09,Male,Manual,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_MBD61V,FAR_jptsllz,2024-05-09,Male,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Poultry Health Management..', 'Poultry Management Practises..']]"
ID_PNBBI5,FAR_asrzacb,2024-05-09,Female,Ussd,Above 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_YR0W64,FAR_mygprvf,2024-05-09,Male,Manual,Below 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming'], ['Biosecurity In Poultry Farming']]"
ID_KC22HW,FAR_yagsbyb,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,0,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Feeding A Lactating Cow'], ['Feeding A Lactating Cow']]"
ID_PG6860,FAR_fcjbvsc,2024-05-09,Female,Ussd,Below 35,GRP_jgutyol,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['Poultry Health Management..'], ['The Benefits Of Ndume App'], ['Herd Health Management.']]"
ID_0D034F,FAR_uemvgvo,2024-05-09,Male,Ussd,Below 35,GRP_efdsaym,0,CNT_mggvna,SUB_sxusspx,WRD_jeznoqyg,0,0,0,0,['TRA_hyodnntj'],"[['Biosecurity In Poultry Farming', 'Calf Feeding', 'Feeding A Lactating Cow']]"
ID_SG78WC,FAR_donjhkg,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.'], ['The Benefits Of Ndume App']]"
ID_9VT2KK,FAR_joeprma,2024-05-09,Male,Ussd,Below 35,GRP_jgutyol,0,CNT_vvuukv,SUB_dhaaasn,WRD_emtehozd,0,0,0,1,['TRA_gertumxc'],"[['Poultry Management Practises..'], ['Poultry Health Management..'], ['The Benefits Of Ndume App'], ['Herd Health Management.']]"
ID_SH8P02,FAR_jptzlwc,2024-05-09,Male,Ussd,Below 35,GRP_ctqtane,0,CNT_lpotuu,SUB_lpotuuf,WRD_ivmggvna,0,0,0,0,['TRA_szrwyfzz'],"[['Herd Health Management.', 'Poultry Health Management..', 'Poultry Management Practises..', 'The Benefits Of Ndume App']]"
ID_70JRVW,FAR_yljqvrt,2024-05-09,Female,Ussd,Above 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_FL9Q1G,FAR_xsbnouq,2024-05-09,Male,Ussd,Above 35,GRP_vbqcvrl,1,CNT_fhdsoy,SUB_vnahfhi,WRD_dyoowidn,0,0,0,1,['TRA_rkvyofbh'],"[['Biosecurity In Poultry Farming', 'Feeding A Lactating Cow'], ['Feeding A Lactating Cow'], ['Biosecurity In Poultry Farming']]"
ID_UXKY3Y,FAR_dhnulii,2024-05-09,Male,Ussd,Above 35,GRP_tcxzpzj,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['The Benefits Of Ndume App'], ['Goat Management Practices'], ['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_VWDU5H,FAR_xsrsaom,2024-05-09,Female,Manual,Above 35,GRP_tvqhidl,0,CNT_yljqnl,SUB_jchavji,WRD_mymgodzd,0,0,0,1,['TRA_suiifsur'],"[['Poultry Management Practises..'], ['Disadvantages Of Natural Mating.']]"
ID_UECLCU,FAR_egvlvyx,2024-05-09,Female,Ussd,Above 35,GRP_tcxzpzj,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],"[['The Benefits Of Ndume App'], ['Goat Management Practices'], ['Poultry Management Practises..']]"
ID_KHAXE0,FAR_tolaljl,2024-05-09,Female,Manual,Above 35,GRP_cknwssm,0,CNT_yljqnl,SUB_jchavji,WRD_kmaqgnin,0,0,0,1,['TRA_suiifsur'],[['Disadvantages Of Natural Mating.']]
